,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,2.2850192070007322,0.1880478416869544,0.18768811225891113,0.03448172922287687,0.05,scale,linear,"{'C': 0.05, 'gamma': 'scale', 'kernel': 'linear'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
1,3.772492027282715,0.38094673853867944,0.18211090564727783,0.022858421940437853,0.05,scale,poly,"{'C': 0.05, 'gamma': 'scale', 'kernel': 'poly'}",0.44678362573099417,0.43742690058479533,0.45263157894736844,0.45263157894736844,0.45263157894736844,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4409356725146199,0.44028103044496486,0.44566552994508124,0.0052013479369129026,22
2,3.4769067764282227,0.03446559183370508,0.22501564025878906,0.002463381136881933,0.05,scale,rbf,"{'C': 0.05, 'gamma': 'scale', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
3,3.677089810371399,0.13416698632342955,0.3430114507675171,0.020261837795411224,0.05,scale,sigmoid,"{'C': 0.05, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.3497076023391813,0.3684210526315789,0.3707602339181287,0.3485380116959064,0.3730994152046784,0.36140350877192984,0.3649122807017544,0.36608187134502923,0.3684210526315789,0.3864168618266979,0.3657761891066464,0.010458549963801375,55
4,3.63308732509613,0.23315360972147076,0.24659171104431152,0.027813438526894527,0.05,scale,rbf,"{'C': 0.05, 'gamma': 'scale', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
5,2.166355919837952,0.11391195844137281,0.19418878555297853,0.048945067999137226,0.05,auto,linear,"{'C': 0.05, 'gamma': 'auto', 'kernel': 'linear'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
6,2.9215710401535033,1.217545987679048,0.2571974515914917,0.10080754065541077,0.05,auto,poly,"{'C': 0.05, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
7,4.4255990266799925,1.3477595155685265,0.3561010599136353,0.14940288767669724,0.05,auto,rbf,"{'C': 0.05, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
8,4.455082130432129,1.2875672957728335,0.29809615612030027,0.050355561505895506,0.05,auto,sigmoid,"{'C': 0.05, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
9,3.6398996353149413,0.24949612497332252,0.30581188201904297,0.0710323088148998,0.05,auto,rbf,"{'C': 0.05, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
10,3.363006901741028,0.8690311436625876,0.25437226295471194,0.09140953922336253,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
11,5.2912873268127445,0.5231785339577432,0.22990093231201172,0.04396479925884042,0.1,scale,poly,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",0.4678362573099415,0.45964912280701753,0.47251461988304094,0.4666666666666667,0.4654970760233918,0.4654970760233918,0.45380116959064326,0.4678362573099415,0.4631578947368421,0.46252927400468385,0.4644985414355561,0.004866817143315372,15
12,5.112688207626343,1.2226634560351022,0.32211120128631593,0.0812864076242972,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
13,4.086310243606567,0.42810233389531255,0.40810599327087405,0.0741011945711198,0.1,scale,sigmoid,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.36140350877192984,0.352046783625731,0.36374269005847953,0.3485380116959064,0.3473684210526316,0.3485380116959064,0.3345029239766082,0.36374269005847953,0.3508771929824561,0.36768149882903983,0.3538441732747169,0.009638153220155151,56
14,4.345098543167114,0.4863140416143697,0.2706139326095581,0.03847697918565358,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
15,2.6418811798095705,0.48080828813534543,0.19951198101043702,0.06444138716760636,0.1,auto,linear,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'linear'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
16,2.221312141418457,0.20567297082728603,0.1892014503479004,0.015490128073902735,0.1,auto,poly,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
17,3.402902674674988,0.5701204030498925,0.24660964012145997,0.04095800284634652,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
18,3.0694015264511108,0.13808829492931868,0.21461091041564942,0.009496095274491032,0.1,auto,sigmoid,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
19,3.188499426841736,0.15946338266472831,0.22950921058654786,0.012205533625052379,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
20,1.9617096662521363,0.09926583996931693,0.14700708389282227,0.008041944519724762,0.5,scale,linear,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'linear'}",0.4502923976608187,0.447953216374269,0.464327485380117,0.45614035087719296,0.44912280701754387,0.4584795321637427,0.44912280701754387,0.4608187134502924,0.45263157894736844,0.4414519906323185,0.4530340879521207,0.006524402671522579,18
21,4.689608764648438,0.12407859586581116,0.161214280128479,0.0033088229541096523,0.5,scale,poly,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'poly'}",0.4888888888888889,0.4807017543859649,0.4935672514619883,0.47485380116959064,0.4830409356725146,0.49473684210526314,0.47251461988304094,0.4982456140350877,0.4830409356725146,0.49414519906323184,0.48637358423380866,0.008417373806556558,7
22,3.8082037925720216,0.15657188991521254,0.23031196594238282,0.0055540157075089115,0.5,scale,rbf,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.41169590643274856,0.3953216374269006,0.4222222222222222,0.4105263157894737,0.4093567251461988,0.408187134502924,0.4105263157894737,0.4058479532163743,0.41403508771929826,0.4098360655737705,0.4097555363819384,0.006363317674454898,26
23,2.9238935708999634,0.14150346950179843,0.3150209426879883,0.01002249328551027,0.5,scale,sigmoid,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.30994152046783624,0.3157894736842105,0.30994152046783624,0.30526315789473685,0.3216374269005848,0.2970760233918129,0.2771929824561403,0.2982456140350877,0.3146198830409357,0.3255269320843091,0.30752345344234905,0.013319097172454799,57
24,3.880788064002991,0.1801914592393959,0.23462457656860353,0.00949060145613388,0.5,scale,rbf,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'rbf'}",0.41169590643274856,0.3953216374269006,0.4222222222222222,0.4105263157894737,0.4093567251461988,0.408187134502924,0.4105263157894737,0.4058479532163743,0.41403508771929826,0.4098360655737705,0.4097555363819384,0.006363317674454898,26
25,1.9798028707504272,0.09711955935316804,0.14990439414978027,0.011755603732248893,0.5,auto,linear,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'linear'}",0.4502923976608187,0.447953216374269,0.464327485380117,0.45614035087719296,0.44912280701754387,0.4584795321637427,0.44912280701754387,0.4608187134502924,0.45263157894736844,0.4414519906323185,0.4530340879521207,0.006524402671522579,18
26,2.1039002895355225,0.07139150959471616,0.16421294212341309,0.004355297429571531,0.5,auto,poly,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
27,3.440923047065735,0.11154373839199926,0.23169424533843994,0.01526364097772337,0.5,auto,rbf,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
28,3.1459911823272706,0.046251590796990524,0.2169189214706421,0.01491470478091677,0.5,auto,sigmoid,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
29,3.493915557861328,0.15704136035861244,0.23501365184783934,0.017835089731195304,0.5,auto,rbf,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
30,2.0027119159698485,0.07595220984140463,0.14251356124877929,0.005595389064795613,1.0,scale,linear,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'linear'}",0.4678362573099415,0.4654970760233918,0.49122807017543857,0.4608187134502924,0.47719298245614034,0.47251461988304094,0.47017543859649125,0.4830409356725146,0.4666666666666667,0.477751756440281,0.4732722516674198,0.008672766074365412,13
31,5.6682839632034305,0.1542512146093382,0.162933349609375,0.0041788388728062715,1.0,scale,poly,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'poly'}",0.495906432748538,0.4888888888888889,0.504093567251462,0.4783625730994152,0.4783625730994152,0.48771929824561405,0.47368421052631576,0.495906432748538,0.4818713450292398,0.49414519906323184,0.48789405207006586,0.009223928869224985,5
32,3.853877639770508,0.13539440172376108,0.2291341781616211,0.007178175837942982,1.0,scale,rbf,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.45146198830409356,0.43859649122807015,0.47485380116959064,0.4456140350877193,0.45146198830409356,0.4409356725146199,0.45380116959064326,0.45497076023391814,0.4432748538011696,0.45550351288056207,0.4510474273114481,0.009783289522037204,20
33,2.845306134223938,0.19298755271382673,0.3229996681213379,0.029909817911139905,1.0,scale,sigmoid,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.2912280701754386,0.28771929824561404,0.2912280701754386,0.2783625730994152,0.30292397660818715,0.2736842105263158,0.27485380116959063,0.28654970760233917,0.28771929824561404,0.2822014051522248,0.2856470411000178,0.00833505130441069,58
34,3.9722942113876343,0.1214714457585184,0.24201796054840088,0.02125470035948472,1.0,scale,rbf,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.45146198830409356,0.43859649122807015,0.47485380116959064,0.4456140350877193,0.45146198830409356,0.4409356725146199,0.45380116959064326,0.45497076023391814,0.4432748538011696,0.45550351288056207,0.4510474273114481,0.009783289522037204,20
35,2.0275923013687134,0.04107203598597608,0.14460310935974122,0.0014926153936893616,1.0,auto,linear,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'linear'}",0.4678362573099415,0.4654970760233918,0.49122807017543857,0.4608187134502924,0.47719298245614034,0.47251461988304094,0.47017543859649125,0.4830409356725146,0.4666666666666667,0.477751756440281,0.4732722516674198,0.008672766074365412,13
36,2.60693564414978,0.3117266840029891,0.19718542098999023,0.03733967561147515,1.0,auto,poly,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
37,3.9005887508392334,0.2403683467897676,0.2402198076248169,0.021093079363962097,1.0,auto,rbf,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
38,3.2111186742782594,0.10130556002547604,0.2101980209350586,0.004402189676132865,1.0,auto,sigmoid,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
39,3.6918894052505493,0.1449858964712166,0.2305291175842285,0.0057540957351853795,1.0,auto,rbf,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
40,2.2366958379745485,0.03943846932489407,0.14161715507507325,0.0029480524352260046,3.0,scale,linear,"{'C': 3.0, 'gamma': 'scale', 'kernel': 'linear'}",0.4842105263157895,0.4842105263157895,0.4994152046783626,0.4783625730994152,0.49122807017543857,0.4888888888888889,0.4830409356725146,0.4935672514619883,0.4807017543859649,0.4953161592505855,0.4878941890244738,0.006522138458178128,3
41,9.273179316520691,0.3217482608954468,0.16962015628814697,0.011462477195482882,3.0,scale,poly,"{'C': 3.0, 'gamma': 'scale', 'kernel': 'poly'}",0.47485380116959064,0.49707602339181284,0.49122807017543857,0.4807017543859649,0.49005847953216375,0.4830409356725146,0.47485380116959064,0.5017543859649123,0.47719298245614034,0.5023419203747073,0.48731021542928354,0.010136277349374308,6
42,4.0586978673934935,0.06734896327219055,0.2266143560409546,0.005193245333465071,3.0,scale,rbf,"{'C': 3.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.47368421052631576,0.47953216374269003,0.47953216374269003,0.45614035087719296,0.4760233918128655,0.4842105263157895,0.4654970760233918,0.49005847953216375,0.4678362573099415,0.48243559718969553,0.47549502170727365,0.009516301955528193,9
43,2.687191343307495,0.23455367198121496,0.30231518745422364,0.01249211078281127,3.0,scale,sigmoid,"{'C': 3.0, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.27017543859649124,0.2818713450292398,0.2783625730994152,0.2654970760233918,0.28771929824561404,0.25380116959064325,0.27017543859649124,0.27134502923976606,0.28421052631578947,0.2775175644028103,0.27406754591396526,0.009499408503120864,59
44,4.081700706481934,0.14646281729521032,0.22861115932464598,0.003806022360384217,3.0,scale,rbf,"{'C': 3.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.47368421052631576,0.47953216374269003,0.47953216374269003,0.45614035087719296,0.4760233918128655,0.4842105263157895,0.4654970760233918,0.49005847953216375,0.4678362573099415,0.48243559718969553,0.47549502170727365,0.009516301955528193,9
45,2.277215027809143,0.07070481930739937,0.14411561489105223,0.011105381827193042,3.0,auto,linear,"{'C': 3.0, 'gamma': 'auto', 'kernel': 'linear'}",0.4842105263157895,0.4842105263157895,0.4994152046783626,0.4783625730994152,0.49122807017543857,0.4888888888888889,0.4830409356725146,0.4935672514619883,0.4807017543859649,0.4953161592505855,0.4878941890244738,0.006522138458178128,3
46,2.493196654319763,0.12528416684585375,0.1712139368057251,0.014907791225251602,3.0,auto,poly,"{'C': 3.0, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
47,4.198678350448608,0.03410166718466526,0.22581856250762938,0.004360186036849268,3.0,auto,rbf,"{'C': 3.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.41754385964912283,0.4046783625730994,0.41403508771929826,0.4152046783625731,0.4198830409356725,0.41754385964912283,0.41637426900584795,0.4093567251461988,0.40350877192982454,0.41217798594847777,0.41303066409192385,0.005284506540611406,24
48,3.2357879638671876,0.1354992990739139,0.21691620349884033,0.014891540480327953,3.0,auto,sigmoid,"{'C': 3.0, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.3824561403508772,0.38128654970760234,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3847953216374269,0.38596491228070173,0.3824561403508772,0.3840749414519906,0.3837876111042634,0.00133127712673973,54
49,4.323096966743469,0.23565377216723393,0.23081755638122559,0.01032633092618427,3.0,auto,rbf,"{'C': 3.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.41754385964912283,0.4046783625730994,0.41403508771929826,0.4152046783625731,0.4198830409356725,0.41754385964912283,0.41637426900584795,0.4093567251461988,0.40350877192982454,0.41217798594847777,0.41303066409192385,0.005284506540611406,24
50,2.4937998771667482,0.06427726788045289,0.14090940952301026,0.0018171409358423156,5.0,scale,linear,"{'C': 5.0, 'gamma': 'scale', 'kernel': 'linear'}",0.4853801169590643,0.48771929824561405,0.4994152046783626,0.4818713450292398,0.4888888888888889,0.48771929824561405,0.4842105263157895,0.49707602339181284,0.4830409356725146,0.4964871194379391,0.48918087568648394,0.005958959305575835,1
51,12.80940854549408,0.24840406201103618,0.1658076524734497,0.014462580391961187,5.0,scale,poly,"{'C': 5.0, 'gamma': 'scale', 'kernel': 'poly'}",0.47719298245614034,0.49473684210526314,0.4935672514619883,0.48771929824561405,0.4853801169590643,0.4865497076023392,0.4608187134502924,0.49005847953216375,0.4760233918128655,0.49882903981264637,0.48508758234383775,0.010588493965724166,8
52,4.295979690551758,0.16875958841198518,0.2309274673461914,0.008478090530115296,5.0,scale,rbf,"{'C': 5.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.47017543859649125,0.4865497076023392,0.47017543859649125,0.4608187134502924,0.4818713450292398,0.47485380116959064,0.464327485380117,0.5017543859649123,0.4631578947368421,0.4765807962529274,0.4750265006779243,0.011835207068972483,11
53,2.50942862033844,0.025381195861703496,0.2999932050704956,0.0059616875967584936,5.0,scale,sigmoid,"{'C': 5.0, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.26666666666666666,0.2783625730994152,0.2783625730994152,0.26432748538011697,0.2818713450292398,0.25146198830409355,0.26783625730994154,0.26783625730994154,0.2818713450292398,0.2775175644028103,0.27161140556308805,0.009211842349251051,60
54,4.298579597473145,0.1729207523943231,0.23133084774017335,0.012282526591804906,5.0,scale,rbf,"{'C': 5.0, 'gamma': 'scale', 'kernel': 'rbf'}",0.47017543859649125,0.4865497076023392,0.47017543859649125,0.4608187134502924,0.4818713450292398,0.47485380116959064,0.464327485380117,0.5017543859649123,0.4631578947368421,0.4765807962529274,0.4750265006779243,0.011835207068972483,11
55,2.5153955459594726,0.13214981845481172,0.14580743312835692,0.01012619208018209,5.0,auto,linear,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'linear'}",0.4853801169590643,0.48771929824561405,0.4994152046783626,0.4818713450292398,0.4888888888888889,0.48771929824561405,0.4842105263157895,0.49707602339181284,0.4830409356725146,0.4964871194379391,0.48918087568648394,0.005958959305575835,1
56,2.5910091638565063,0.053592059047339706,0.1645179033279419,0.002243674615529713,5.0,auto,poly,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'poly'}",0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.38362573099415204,0.3847953216374269,0.3847953216374269,0.38362573099415204,0.3840749414519906,0.3839045701685909,0.00046477540049861947,28
57,4.62678816318512,0.14791661663623962,0.23212997913360595,0.018091064432133173,5.0,auto,rbf,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.45380116959064326,0.4608187134502924,0.47485380116959064,0.45380116959064326,0.45730994152046783,0.45497076023391814,0.4584795321637427,0.4584795321637427,0.45730994152046783,0.4566744730679157,0.45864990344714246,0.005791182494935935,16
58,3.242119550704956,0.07434998459374487,0.212494158744812,0.006216199003794091,5.0,auto,sigmoid,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.42105263157894735,0.41403508771929826,0.41754385964912283,0.41754385964912283,0.4128654970760234,0.42105263157894735,0.41169590643274856,0.41169590643274856,0.4070175438596491,0.4098360655737705,0.4144338989550379,0.004480105911627336,23
59,4.602490377426148,0.13481476734230416,0.22712397575378418,0.0037218747220359957,5.0,auto,rbf,"{'C': 5.0, 'gamma': 'auto', 'kernel': 'rbf'}",0.45380116959064326,0.4608187134502924,0.47485380116959064,0.45380116959064326,0.45730994152046783,0.45497076023391814,0.4584795321637427,0.4584795321637427,0.45730994152046783,0.4566744730679157,0.45864990344714246,0.005791182494935935,16
